epoch 0, training loss (NLL) 274.5629, training kl divergence 5.8533, valid error 205.7958, time 0.61  ***
epoch 60, training loss (NLL) 110.7202, training kl divergence 13.6557, valid error 111.3184, time 0.55  ***
epoch 61, training loss (NLL) 110.4356, training kl divergence 13.7335, valid error 110.6684, time 0.56  ***
epoch 62, training loss (NLL) 110.0352, training kl divergence 13.8145, valid error 110.7084, time 0.58 
epoch 63, training loss (NLL) 109.7144, training kl divergence 13.8807, valid error 110.0429, time 0.55  ***
epoch 64, training loss (NLL) 109.3750, training kl divergence 13.9196, valid error 109.9276, time 0.56  ***
epoch 65, training loss (NLL) 109.1148, training kl divergence 14.0164, valid error 109.5025, time 0.58  ***
epoch 66, training loss (NLL) 108.7799, training kl divergence 14.0801, valid error 109.3531, time 0.62  ***
epoch 67, training loss (NLL) 108.5332, training kl divergence 14.1501, valid error 109.3319, time 0.58  ***
epoch 68, training loss (NLL) 108.2170, training kl divergence 14.1928, valid error 108.6564, time 0.59  ***
epoch 69, training loss (NLL) 107.8997, training kl divergence 14.2500, valid error 109.1003, time 0.55 
epoch 70, training loss (NLL) 107.6602, training kl divergence 14.3125, valid error 108.1193, time 0.54  ***
epoch 71, training loss (NLL) 107.3866, training kl divergence 14.3655, valid error 107.7893, time 0.55  ***
epoch 72, training loss (NLL) 107.0461, training kl divergence 14.4106, valid error 107.4868, time 0.55  ***
epoch 73, training loss (NLL) 106.8523, training kl divergence 14.4613, valid error 107.9595, time 0.54 
epoch 74, training loss (NLL) 106.5976, training kl divergence 14.5253, valid error 107.3004, time 0.54  ***
epoch 75, training loss (NLL) 106.4427, training kl divergence 14.5834, valid error 107.4299, time 0.54 
epoch 76, training loss (NLL) 106.1398, training kl divergence 14.5950, valid error 106.9113, time 0.54  ***
epoch 77, training loss (NLL) 105.9786, training kl divergence 14.6619, valid error 106.3095, time 0.54  ***
epoch 78, training loss (NLL) 105.7102, training kl divergence 14.6850, valid error 106.5581, time 0.62 
epoch 79, training loss (NLL) 105.5149, training kl divergence 14.7274, valid error 106.0585, time 0.56  ***
epoch 80, training loss (NLL) 105.2506, training kl divergence 14.7644, valid error 105.7367, time 0.56  ***
epoch 81, training loss (NLL) 105.1107, training kl divergence 14.8340, valid error 105.8118, time 0.55 
epoch 82, training loss (NLL) 104.9048, training kl divergence 14.8761, valid error 105.4390, time 0.56  ***
epoch 83, training loss (NLL) 104.6969, training kl divergence 14.8999, valid error 105.4237, time 0.54  ***
epoch 84, training loss (NLL) 104.5604, training kl divergence 14.9622, valid error 105.3376, time 0.54  ***
epoch 85, training loss (NLL) 104.3214, training kl divergence 14.9961, valid error 104.8555, time 0.58  ***
epoch 86, training loss (NLL) 104.1460, training kl divergence 15.0204, valid error 105.0189, time 0.59 
epoch 87, training loss (NLL) 103.9441, training kl divergence 15.0598, valid error 104.6085, time 0.56  ***
epoch 88, training loss (NLL) 103.7232, training kl divergence 15.0912, valid error 104.4141, time 0.57  ***
epoch 89, training loss (NLL) 103.5874, training kl divergence 15.1261, valid error 104.3570, time 0.57  ***
epoch 90, training loss (NLL) 103.4262, training kl divergence 15.1574, valid error 104.1603, time 0.55  ***
epoch 91, training loss (NLL) 103.2270, training kl divergence 15.1888, valid error 104.3389, time 0.54 
epoch 92, training loss (NLL) 103.0153, training kl divergence 15.2201, valid error 104.0815, time 0.62  ***
epoch 93, training loss (NLL) 102.9087, training kl divergence 15.2679, valid error 103.6632, time 0.58  ***
epoch 94, training loss (NLL) 102.7601, training kl divergence 15.2892, valid error 103.6605, time 0.65  ***
epoch 95, training loss (NLL) 102.5950, training kl divergence 15.3294, valid error 103.1838, time 0.57  ***
epoch 96, training loss (NLL) 102.4162, training kl divergence 15.3650, valid error 103.2563, time 0.54 
epoch 97, training loss (NLL) 102.2174, training kl divergence 15.3860, valid error 103.2126, time 0.54 
epoch 98, training loss (NLL) 102.1968, training kl divergence 15.4293, valid error 103.3278, time 0.55 
epoch 99, training loss (NLL) 102.0148, training kl divergence 15.4712, valid error 103.1029, time 0.58  ***
epoch 100, training loss (NLL) 101.8268, training kl divergence 15.4913, valid error 102.6386, time 0.55  ***
epoch 101, training loss (NLL) 101.6756, training kl divergence 15.5311, valid error 102.7187, time 0.54 
epoch 102, training loss (NLL) 101.5407, training kl divergence 15.5520, valid error 102.3064, time 0.56  ***
epoch 103, training loss (NLL) 101.4464, training kl divergence 15.5820, valid error 102.0895, time 0.60  ***
epoch 104, training loss (NLL) 101.2736, training kl divergence 15.6164, valid error 102.1369, time 0.61 
epoch 105, training loss (NLL) 101.1429, training kl divergence 15.6507, valid error 102.1171, time 0.55 
epoch 106, training loss (NLL) 101.0388, training kl divergence 15.6843, valid error 101.6802, time 0.55  ***
epoch 107, training loss (NLL) 100.9377, training kl divergence 15.7253, valid error 101.4765, time 0.69  ***
epoch 108, training loss (NLL) 100.7956, training kl divergence 15.7500, valid error 101.4565, time 0.68  ***
epoch 109, training loss (NLL) 100.6484, training kl divergence 15.7755, valid error 101.6482, time 0.71 
epoch 110, training loss (NLL) 100.4407, training kl divergence 15.7915, valid error 101.4106, time 0.69  ***
epoch 111, training loss (NLL) 100.3369, training kl divergence 15.8187, valid error 101.2666, time 0.74  ***
epoch 112, training loss (NLL) 100.2958, training kl divergence 15.8616, valid error 100.9195, time 0.61  ***
epoch 113, training loss (NLL) 100.1451, training kl divergence 15.8772, valid error 100.8955, time 0.57  ***
epoch 114, training loss (NLL) 99.9897, training kl divergence 15.9177, valid error 100.9820, time 0.58 
epoch 115, training loss (NLL) 99.9216, training kl divergence 15.9488, valid error 100.5668, time 0.55  ***
epoch 116, training loss (NLL) 99.7826, training kl divergence 15.9738, valid error 100.7578, time 0.59 
epoch 117, training loss (NLL) 99.6401, training kl divergence 15.9929, valid error 100.4503, time 0.55  ***
epoch 118, training loss (NLL) 99.4996, training kl divergence 16.0207, valid error 100.3754, time 0.55  ***
epoch 119, training loss (NLL) 99.4546, training kl divergence 16.0500, valid error 100.1472, time 0.57  ***
epoch 120, training loss (NLL) 99.3320, training kl divergence 16.0856, valid error 100.1697, time 0.58 
epoch 121, training loss (NLL) 99.2027, training kl divergence 16.1032, valid error 99.9688, time 0.61  ***
epoch 122, training loss (NLL) 99.0047, training kl divergence 16.1321, valid error 100.1346, time 0.63 
epoch 123, training loss (NLL) 98.9473, training kl divergence 16.1697, valid error 100.4352, time 0.63 
epoch 124, training loss (NLL) 98.8322, training kl divergence 16.1854, valid error 99.6202, time 0.59  ***
epoch 125, training loss (NLL) 98.8372, training kl divergence 16.2242, valid error 100.1833, time 0.70 
epoch 126, training loss (NLL) 98.6677, training kl divergence 16.2503, valid error 99.3597, time 0.70  ***
epoch 127, training loss (NLL) 98.4674, training kl divergence 16.2659, valid error 99.7620, time 0.70 
epoch 128, training loss (NLL) 98.3764, training kl divergence 16.2994, valid error 99.2594, time 0.71  ***
epoch 129, training loss (NLL) 98.3289, training kl divergence 16.3267, valid error 99.0998, time 0.72  ***
epoch 130, training loss (NLL) 98.2566, training kl divergence 16.3641, valid error 98.8091, time 0.66  ***
epoch 131, training loss (NLL) 98.1372, training kl divergence 16.3820, valid error 98.9711, time 0.71 
epoch 132, training loss (NLL) 97.9803, training kl divergence 16.4035, valid error 98.8098, time 0.65 
epoch 133, training loss (NLL) 97.8631, training kl divergence 16.4133, valid error 99.0277, time 0.67 
epoch 134, training loss (NLL) 97.7994, training kl divergence 16.4499, valid error 99.1495, time 0.68 
epoch 135, training loss (NLL) 97.7431, training kl divergence 16.4857, valid error 98.6641, time 0.70  ***
epoch 136, training loss (NLL) 97.5317, training kl divergence 16.4889, valid error 98.6311, time 0.69  ***
epoch 137, training loss (NLL) 97.4984, training kl divergence 16.5246, valid error 98.3778, time 0.69  ***
epoch 138, training loss (NLL) 97.4424, training kl divergence 16.5625, valid error 98.2540, time 0.67  ***
epoch 139, training loss (NLL) 97.2927, training kl divergence 16.5758, valid error 98.3579, time 0.69 
epoch 140, training loss (NLL) 97.1881, training kl divergence 16.6099, valid error 98.2010, time 0.72  ***
epoch 141, training loss (NLL) 97.1911, training kl divergence 16.6407, valid error 98.2456, time 0.64 
epoch 142, training loss (NLL) 97.0109, training kl divergence 16.6447, valid error 97.8952, time 0.58  ***
epoch 143, training loss (NLL) 96.9891, training kl divergence 16.6643, valid error 97.8780, time 0.70  ***
epoch 144, training loss (NLL) 96.8545, training kl divergence 16.6926, valid error 97.7580, time 0.58  ***
epoch 145, training loss (NLL) 96.7441, training kl divergence 16.7081, valid error 97.7912, time 0.58 
epoch 146, training loss (NLL) 96.6521, training kl divergence 16.7323, valid error 97.7920, time 0.58 
epoch 147, training loss (NLL) 96.5962, training kl divergence 16.7651, valid error 97.6560, time 0.59  ***
epoch 148, training loss (NLL) 96.5204, training kl divergence 16.7928, valid error 97.3832, time 0.57  ***
epoch 149, training loss (NLL) 96.4332, training kl divergence 16.8160, valid error 97.4965, time 0.54 
epoch 150, training loss (NLL) 96.3727, training kl divergence 16.8360, valid error 97.4903, time 0.58 
epoch 151, training loss (NLL) 96.3563, training kl divergence 16.8604, valid error 97.4161, time 0.61 
epoch 152, training loss (NLL) 96.1228, training kl divergence 16.8650, valid error 97.3704, time 0.58  ***
epoch 153, training loss (NLL) 96.0796, training kl divergence 16.8801, valid error 97.1582, time 0.57  ***
epoch 154, training loss (NLL) 96.0629, training kl divergence 16.9425, valid error 96.9402, time 0.56  ***
epoch 155, training loss (NLL) 95.9813, training kl divergence 16.9453, valid error 96.9622, time 0.57 
epoch 156, training loss (NLL) 95.8307, training kl divergence 16.9365, valid error 96.7704, time 0.56  ***
epoch 157, training loss (NLL) 95.7987, training kl divergence 16.9683, valid error 96.9231, time 0.56 
epoch 158, training loss (NLL) 95.7280, training kl divergence 16.9856, valid error 96.7883, time 0.56 
epoch 159, training loss (NLL) 95.5912, training kl divergence 17.0043, valid error 96.6661, time 0.60  ***
epoch 160, training loss (NLL) 95.6624, training kl divergence 17.0394, valid error 96.8820, time 0.60 
epoch 161, training loss (NLL) 95.5593, training kl divergence 17.0362, valid error 96.5107, time 0.56  ***
epoch 162, training loss (NLL) 95.4049, training kl divergence 17.0613, valid error 96.6224, time 0.55 
epoch 163, training loss (NLL) 95.3820, training kl divergence 17.0742, valid error 96.5198, time 0.54 
epoch 164, training loss (NLL) 95.2294, training kl divergence 17.0831, valid error 96.6254, time 0.54 
epoch 165, training loss (NLL) 95.1717, training kl divergence 17.1078, valid error 96.4543, time 0.54  ***
epoch 166, training loss (NLL) 95.1037, training kl divergence 17.1299, valid error 96.1605, time 0.55  ***
epoch 167, training loss (NLL) 95.0977, training kl divergence 17.1611, valid error 96.1209, time 0.54  ***
epoch 168, training loss (NLL) 95.0460, training kl divergence 17.1694, valid error 96.0375, time 0.54  ***
epoch 169, training loss (NLL) 94.9461, training kl divergence 17.1923, valid error 96.2135, time 0.54 
epoch 170, training loss (NLL) 94.9140, training kl divergence 17.2219, valid error 95.7408, time 0.57  ***
epoch 171, training loss (NLL) 94.8562, training kl divergence 17.2408, valid error 95.8128, time 0.69 
epoch 172, training loss (NLL) 94.8188, training kl divergence 17.2472, valid error 96.0243, time 0.69 
epoch 173, training loss (NLL) 94.6778, training kl divergence 17.2570, valid error 95.5894, time 0.69  ***
epoch 174, training loss (NLL) 94.6284, training kl divergence 17.2715, valid error 95.5373, time 0.69  ***
epoch 175, training loss (NLL) 94.5209, training kl divergence 17.2733, valid error 95.5333, time 0.71  ***
epoch 176, training loss (NLL) 94.5383, training kl divergence 17.3062, valid error 95.9230, time 0.68 
epoch 177, training loss (NLL) 94.4285, training kl divergence 17.3320, valid error 95.6599, time 0.69 
epoch 178, training loss (NLL) 94.4031, training kl divergence 17.3512, valid error 95.3688, time 0.68  ***
epoch 179, training loss (NLL) 94.3606, training kl divergence 17.3634, valid error 95.8465, time 0.65 
epoch 180, training loss (NLL) 94.2513, training kl divergence 17.3885, valid error 95.5661, time 0.68 
epoch 181, training loss (NLL) 94.2183, training kl divergence 17.3813, valid error 95.1527, time 0.70  ***
epoch 182, training loss (NLL) 94.0760, training kl divergence 17.3990, valid error 95.6879, time 0.70 
epoch 183, training loss (NLL) 94.0976, training kl divergence 17.4023, valid error 95.5419, time 0.71 
epoch 184, training loss (NLL) 94.0454, training kl divergence 17.4207, valid error 95.3661, time 0.69 
epoch 185, training loss (NLL) 93.9194, training kl divergence 17.4338, valid error 95.0723, time 0.66  ***
epoch 186, training loss (NLL) 93.8477, training kl divergence 17.4397, valid error 95.1740, time 0.59 
epoch 187, training loss (NLL) 93.8634, training kl divergence 17.4927, valid error 95.2517, time 0.56 
epoch 188, training loss (NLL) 93.7856, training kl divergence 17.4793, valid error 95.3491, time 0.66 
epoch 189, training loss (NLL) 93.7306, training kl divergence 17.4955, valid error 95.1155, time 0.69 
epoch 190, training loss (NLL) 93.6640, training kl divergence 17.5144, valid error 95.1434, time 0.71 
epoch 191, training loss (NLL) 93.6285, training kl divergence 17.5335, valid error 95.1408, time 0.72 
epoch 192, training loss (NLL) 93.5776, training kl divergence 17.5402, valid error 94.8304, time 0.70  ***
epoch 193, training loss (NLL) 93.5400, training kl divergence 17.5660, valid error 94.7429, time 0.66  ***
epoch 194, training loss (NLL) 93.4466, training kl divergence 17.5816, valid error 94.6276, time 0.69  ***
epoch 195, training loss (NLL) 93.4442, training kl divergence 17.5882, valid error 94.8388, time 0.64 
epoch 196, training loss (NLL) 93.4080, training kl divergence 17.5936, valid error 94.7583, time 0.69 
epoch 197, training loss (NLL) 93.3494, training kl divergence 17.6122, valid error 94.5792, time 0.70  ***
epoch 198, training loss (NLL) 93.2615, training kl divergence 17.6271, valid error 95.0871, time 0.69 
epoch 199, training loss (NLL) 93.2167, training kl divergence 17.6400, valid error 94.4665, time 0.71  ***
epoch 200, training loss (NLL) 93.1186, training kl divergence 17.6463, valid error 94.4512, time 0.76  ***
epoch 201, training loss (NLL) 93.1040, training kl divergence 17.6457, valid error 94.2564, time 0.76  ***
epoch 202, training loss (NLL) 93.0184, training kl divergence 17.6678, valid error 94.4689, time 0.64 
epoch 203, training loss (NLL) 93.0341, training kl divergence 17.6968, valid error 94.3099, time 0.55 
epoch 204, training loss (NLL) 92.9935, training kl divergence 17.6954, valid error 94.2788, time 0.54 
epoch 205, training loss (NLL) 92.8733, training kl divergence 17.7136, valid error 94.3812, time 0.54 
epoch 206, training loss (NLL) 92.8469, training kl divergence 17.7249, valid error 94.1274, time 0.54  ***
epoch 207, training loss (NLL) 92.8133, training kl divergence 17.7388, valid error 93.9567, time 0.53  ***
epoch 208, training loss (NLL) 92.7903, training kl divergence 17.7704, valid error 94.3171, time 0.53 
epoch 209, training loss (NLL) 92.6991, training kl divergence 17.7794, valid error 94.2754, time 0.53 
epoch 210, training loss (NLL) 92.7307, training kl divergence 17.7825, valid error 94.5920, time 0.55 
epoch 211, training loss (NLL) 92.6672, training kl divergence 17.8036, valid error 94.0260, time 0.54 
epoch 212, training loss (NLL) 92.6340, training kl divergence 17.8047, valid error 94.2585, time 0.54 
epoch 213, training loss (NLL) 92.6098, training kl divergence 17.8081, valid error 94.0216, time 0.54 
epoch 214, training loss (NLL) 92.5156, training kl divergence 17.8380, valid error 93.6809, time 0.53  ***
epoch 215, training loss (NLL) 92.4817, training kl divergence 17.8372, valid error 93.7905, time 0.54 
epoch 216, training loss (NLL) 92.4085, training kl divergence 17.8678, valid error 93.9374, time 0.53 
epoch 217, training loss (NLL) 92.4242, training kl divergence 17.8743, valid error 93.8796, time 0.53 
epoch 218, training loss (NLL) 92.2726, training kl divergence 17.8854, valid error 93.6909, time 0.54 
epoch 219, training loss (NLL) 92.2995, training kl divergence 17.8731, valid error 93.7548, time 0.53 
epoch 220, training loss (NLL) 92.1878, training kl divergence 17.8899, valid error 93.4452, time 0.54  ***
epoch 221, training loss (NLL) 92.2027, training kl divergence 17.9115, valid error 93.5378, time 0.53 
epoch 222, training loss (NLL) 92.1816, training kl divergence 17.9258, valid error 93.7133, time 0.54 
epoch 223, training loss (NLL) 92.0936, training kl divergence 17.9437, valid error 93.5561, time 0.54 
epoch 224, training loss (NLL) 92.0910, training kl divergence 17.9490, valid error 93.4611, time 0.54 
epoch 225, training loss (NLL) 92.0997, training kl divergence 17.9503, valid error 93.3625, time 0.53  ***
epoch 226, training loss (NLL) 91.9285, training kl divergence 17.9632, valid error 93.3309, time 0.53  ***
epoch 227, training loss (NLL) 91.9775, training kl divergence 17.9624, valid error 93.5833, time 0.53 
epoch 228, training loss (NLL) 91.8853, training kl divergence 17.9908, valid error 93.1088, time 0.53  ***
epoch 229, training loss (NLL) 91.7713, training kl divergence 17.9940, valid error 93.1223, time 0.53 
epoch 230, training loss (NLL) 91.8321, training kl divergence 18.0196, valid error 93.5272, time 0.53 
epoch 231, training loss (NLL) 91.8210, training kl divergence 18.0274, valid error 92.9678, time 0.54  ***
epoch 232, training loss (NLL) 91.6894, training kl divergence 18.0245, valid error 93.2659, time 0.53 
epoch 233, training loss (NLL) 91.7283, training kl divergence 18.0340, valid error 93.0840, time 0.54 
epoch 234, training loss (NLL) 91.6853, training kl divergence 18.0705, valid error 93.1172, time 0.54 
epoch 235, training loss (NLL) 91.6219, training kl divergence 18.0685, valid error 93.2298, time 0.54 
epoch 236, training loss (NLL) 91.6028, training kl divergence 18.0796, valid error 93.2343, time 0.53 
epoch 237, training loss (NLL) 91.5467, training kl divergence 18.0819, valid error 93.3989, time 0.54 
epoch 238, training loss (NLL) 91.5115, training kl divergence 18.0917, valid error 92.9353, time 0.53  ***
epoch 239, training loss (NLL) 91.4734, training kl divergence 18.1091, valid error 93.0075, time 0.53 
epoch 240, training loss (NLL) 91.4453, training kl divergence 18.1142, valid error 93.0504, time 0.54 
epoch 241, training loss (NLL) 91.4332, training kl divergence 18.1279, valid error 92.7464, time 0.54  ***
epoch 242, training loss (NLL) 91.2858, training kl divergence 18.1151, valid error 93.0082, time 0.53 
epoch 243, training loss (NLL) 91.3071, training kl divergence 18.1382, valid error 92.9084, time 0.53 
epoch 244, training loss (NLL) 91.3012, training kl divergence 18.1566, valid error 92.9194, time 0.53 
epoch 245, training loss (NLL) 91.2910, training kl divergence 18.1515, valid error 93.2431, time 0.53 
epoch 246, training loss (NLL) 91.2623, training kl divergence 18.1806, valid error 92.5085, time 0.53  ***
epoch 247, training loss (NLL) 91.1691, training kl divergence 18.1762, valid error 92.8001, time 0.53 
epoch 248, training loss (NLL) 91.1501, training kl divergence 18.1923, valid error 92.8333, time 0.53 
epoch 249, training loss (NLL) 91.0874, training kl divergence 18.1974, valid error 92.3094, time 0.54  ***
epoch 250, training loss (NLL) 91.0340, training kl divergence 18.1920, valid error 92.5222, time 0.53 
epoch 251, training loss (NLL) 91.0301, training kl divergence 18.2201, valid error 92.6448, time 0.63 
epoch 252, training loss (NLL) 90.9583, training kl divergence 18.2247, valid error 92.7716, time 0.59 
epoch 253, training loss (NLL) 91.0191, training kl divergence 18.2583, valid error 92.5713, time 0.66 
epoch 254, training loss (NLL) 90.9239, training kl divergence 18.2527, valid error 92.4122, time 0.62 
epoch 255, training loss (NLL) 90.9616, training kl divergence 18.2591, valid error 92.6705, time 0.62 
epoch 256, training loss (NLL) 90.8314, training kl divergence 18.2574, valid error 92.2541, time 0.65  ***
epoch 257, training loss (NLL) 90.8313, training kl divergence 18.2740, valid error 92.5062, time 0.58 
epoch 258, training loss (NLL) 90.8564, training kl divergence 18.2750, valid error 92.1746, time 0.57  ***
epoch 259, training loss (NLL) 90.7724, training kl divergence 18.2848, valid error 92.3589, time 0.56 
epoch 260, training loss (NLL) 90.7178, training kl divergence 18.2957, valid error 92.1877, time 0.58 
epoch 261, training loss (NLL) 90.6928, training kl divergence 18.3041, valid error 92.2593, time 0.54 
epoch 262, training loss (NLL) 90.6674, training kl divergence 18.3107, valid error 92.1668, time 0.57  ***
epoch 263, training loss (NLL) 90.6461, training kl divergence 18.3403, valid error 92.3538, time 0.57 
epoch 264, training loss (NLL) 90.6263, training kl divergence 18.3323, valid error 92.1145, time 0.57  ***
epoch 265, training loss (NLL) 90.6038, training kl divergence 18.3349, valid error 92.1078, time 0.57  ***
epoch 266, training loss (NLL) 90.5968, training kl divergence 18.3590, valid error 92.1118, time 0.58 
epoch 267, training loss (NLL) 90.5673, training kl divergence 18.3714, valid error 91.9165, time 0.58  ***
epoch 268, training loss (NLL) 90.4651, training kl divergence 18.3776, valid error 92.0275, time 0.57 
epoch 269, training loss (NLL) 90.4638, training kl divergence 18.3847, valid error 91.9536, time 0.57 
epoch 270, training loss (NLL) 90.4329, training kl divergence 18.3970, valid error 92.2198, time 0.57 
epoch 271, training loss (NLL) 90.4001, training kl divergence 18.4075, valid error 91.9658, time 0.58 
epoch 272, training loss (NLL) 90.3127, training kl divergence 18.3952, valid error 92.1279, time 0.57 
epoch 273, training loss (NLL) 90.3557, training kl divergence 18.4108, valid error 92.0334, time 0.57 
epoch 274, training loss (NLL) 90.2742, training kl divergence 18.4209, valid error 91.9637, time 0.57 
epoch 275, training loss (NLL) 90.2736, training kl divergence 18.4283, valid error 91.7908, time 0.58  ***
epoch 276, training loss (NLL) 90.1765, training kl divergence 18.4355, valid error 91.6346, time 0.58  ***
epoch 277, training loss (NLL) 90.2242, training kl divergence 18.4424, valid error 91.9378, time 0.56 
epoch 278, training loss (NLL) 90.1707, training kl divergence 18.4544, valid error 91.8964, time 0.57 
epoch 279, training loss (NLL) 90.2603, training kl divergence 18.4723, valid error 91.7350, time 0.55 
epoch 280, training loss (NLL) 90.1136, training kl divergence 18.4862, valid error 91.9298, time 0.57 
epoch 281, training loss (NLL) 90.1149, training kl divergence 18.4805, valid error 92.0460, time 0.58 
epoch 282, training loss (NLL) 90.0696, training kl divergence 18.4869, valid error 91.9577, time 0.55 
