epoch 0, (supervised training loss (NLL) 234.0917, unsupervised training loss (NLL) 234.4968), (supervised training kl-div 9.7108, unsupervised training kl-div 9.6066), valid error 34.20% (1,710), time 1.86  ***
epoch 1, (supervised training loss (NLL) 200.9810, unsupervised training loss (NLL) 200.8083), (supervised training kl-div 5.5829, unsupervised training kl-div 5.6122), valid error 32.16% (1,608), time 1.81  ***
epoch 2, (supervised training loss (NLL) 175.9954, unsupervised training loss (NLL) 176.1482), (supervised training kl-div 6.9879, unsupervised training kl-div 7.0221), valid error 21.04% (1,052), time 1.83  ***
epoch 3, (supervised training loss (NLL) 149.6746, unsupervised training loss (NLL) 149.9839), (supervised training kl-div 10.0682, unsupervised training kl-div 10.0936), valid error 17.82% (891), time 1.88  ***
epoch 17, (supervised training loss (NLL) 89.1071, unsupervised training loss (NLL) 89.7134), (supervised training kl-div 20.9394, unsupervised training kl-div 20.8308), valid error 7.14% (357), time 1.95  ***
epoch 18, (supervised training loss (NLL) 88.2570, unsupervised training loss (NLL) 88.8970), (supervised training kl-div 21.1444, unsupervised training kl-div 21.0269), valid error 6.88% (344), time 1.84  ***
epoch 19, (supervised training loss (NLL) 87.4845, unsupervised training loss (NLL) 88.1388), (supervised training kl-div 21.3470, unsupervised training kl-div 21.2182), valid error 6.76% (338), time 1.85  ***
epoch 20, (supervised training loss (NLL) 86.6236, unsupervised training loss (NLL) 87.5473), (supervised training kl-div 21.3844, unsupervised training kl-div 21.2628), valid error 6.44% (322), time 1.84  ***
epoch 21, (supervised training loss (NLL) 86.0955, unsupervised training loss (NLL) 86.9333), (supervised training kl-div 21.5428, unsupervised training kl-div 21.4218), valid error 6.50% (325), time 1.84 
epoch 22, (supervised training loss (NLL) 85.4909, unsupervised training loss (NLL) 86.3704), (supervised training kl-div 21.6831, unsupervised training kl-div 21.5521), valid error 6.26% (313), time 1.83  ***
epoch 23, (supervised training loss (NLL) 84.9533, unsupervised training loss (NLL) 85.8758), (supervised training kl-div 21.7645, unsupervised training kl-div 21.6388), valid error 6.14% (307), time 1.82  ***
epoch 24, (supervised training loss (NLL) 84.4399, unsupervised training loss (NLL) 85.4698), (supervised training kl-div 21.8348, unsupervised training kl-div 21.7124), valid error 6.06% (303), time 1.81  ***
epoch 25, (supervised training loss (NLL) 84.0072, unsupervised training loss (NLL) 85.0119), (supervised training kl-div 21.9304, unsupervised training kl-div 21.8010), valid error 5.86% (293), time 1.86  ***
epoch 26, (supervised training loss (NLL) 83.6652, unsupervised training loss (NLL) 84.6791), (supervised training kl-div 21.9976, unsupervised training kl-div 21.8775), valid error 5.66% (283), time 1.83  ***
epoch 27, (supervised training loss (NLL) 83.2986, unsupervised training loss (NLL) 84.3273), (supervised training kl-div 22.0446, unsupervised training kl-div 21.9223), valid error 5.80% (290), time 1.84 
epoch 28, (supervised training loss (NLL) 82.9049, unsupervised training loss (NLL) 84.0264), (supervised training kl-div 22.1020, unsupervised training kl-div 21.9729), valid error 5.70% (285), time 1.83 
epoch 29, (supervised training loss (NLL) 82.6697, unsupervised training loss (NLL) 83.7184), (supervised training kl-div 22.1715, unsupervised training kl-div 22.0459), valid error 5.70% (285), time 1.80 
epoch 30, (supervised training loss (NLL) 82.3050, unsupervised training loss (NLL) 83.5187), (supervised training kl-div 22.1934, unsupervised training kl-div 22.0552), valid error 5.64% (282), time 1.81  ***
epoch 31, (supervised training loss (NLL) 81.9960, unsupervised training loss (NLL) 83.2479), (supervised training kl-div 22.2624, unsupervised training kl-div 22.1219), valid error 5.70% (285), time 1.77 
epoch 32, (supervised training loss (NLL) 81.6708, unsupervised training loss (NLL) 83.0184), (supervised training kl-div 22.2893, unsupervised training kl-div 22.1606), valid error 5.40% (270), time 1.80  ***
epoch 33, (supervised training loss (NLL) 81.4269, unsupervised training loss (NLL) 82.7516), (supervised training kl-div 22.3000, unsupervised training kl-div 22.1615), valid error 5.32% (266), time 1.81  ***
epoch 34, (supervised training loss (NLL) 81.1620, unsupervised training loss (NLL) 82.5356), (supervised training kl-div 22.3704, unsupervised training kl-div 22.2262), valid error 5.30% (265), time 1.80  ***
epoch 35, (supervised training loss (NLL) 80.9364, unsupervised training loss (NLL) 82.3707), (supervised training kl-div 22.3903, unsupervised training kl-div 22.2475), valid error 5.42% (271), time 1.85 
epoch 36, (supervised training loss (NLL) 80.7929, unsupervised training loss (NLL) 82.1658), (supervised training kl-div 22.4095, unsupervised training kl-div 22.2590), valid error 5.30% (265), time 1.90 
epoch 37, (supervised training loss (NLL) 80.5472, unsupervised training loss (NLL) 81.9676), (supervised training kl-div 22.4664, unsupervised training kl-div 22.3156), valid error 5.04% (252), time 1.82  ***
epoch 38, (supervised training loss (NLL) 80.3259, unsupervised training loss (NLL) 81.7962), (supervised training kl-div 22.4788, unsupervised training kl-div 22.3387), valid error 5.18% (259), time 1.82 
epoch 39, (supervised training loss (NLL) 80.0966, unsupervised training loss (NLL) 81.6650), (supervised training kl-div 22.4782, unsupervised training kl-div 22.3315), valid error 5.10% (255), time 1.78 
epoch 40, (supervised training loss (NLL) 79.9592, unsupervised training loss (NLL) 81.5095), (supervised training kl-div 22.4826, unsupervised training kl-div 22.3563), valid error 5.04% (252), time 1.83 
epoch 41, (supervised training loss (NLL) 79.7012, unsupervised training loss (NLL) 81.3490), (supervised training kl-div 22.5641, unsupervised training kl-div 22.4243), valid error 5.02% (251), time 1.82  ***
epoch 42, (supervised training loss (NLL) 79.5202, unsupervised training loss (NLL) 81.2707), (supervised training kl-div 22.5309, unsupervised training kl-div 22.3832), valid error 4.84% (242), time 1.87  ***
epoch 43, (supervised training loss (NLL) 79.4715, unsupervised training loss (NLL) 81.0937), (supervised training kl-div 22.5610, unsupervised training kl-div 22.4250), valid error 4.78% (239), time 1.82  ***
epoch 44, (supervised training loss (NLL) 79.2900, unsupervised training loss (NLL) 81.0065), (supervised training kl-div 22.5574, unsupervised training kl-div 22.4145), valid error 5.02% (251), time 1.84 
epoch 45, (supervised training loss (NLL) 79.1646, unsupervised training loss (NLL) 80.8522), (supervised training kl-div 22.5409, unsupervised training kl-div 22.3923), valid error 4.84% (242), time 1.89 
epoch 46, (supervised training loss (NLL) 79.0470, unsupervised training loss (NLL) 80.7884), (supervised training kl-div 22.5586, unsupervised training kl-div 22.4123), valid error 4.64% (232), time 1.74  ***
epoch 47, (supervised training loss (NLL) 78.8085, unsupervised training loss (NLL) 80.6714), (supervised training kl-div 22.5652, unsupervised training kl-div 22.4215), valid error 4.72% (236), time 1.77 
epoch 48, (supervised training loss (NLL) 78.7219, unsupervised training loss (NLL) 80.5775), (supervised training kl-div 22.5806, unsupervised training kl-div 22.4413), valid error 4.70% (235), time 1.75 
epoch 49, (supervised training loss (NLL) 78.6484, unsupervised training loss (NLL) 80.4674), (supervised training kl-div 22.5653, unsupervised training kl-div 22.4217), valid error 4.68% (234), time 1.85 
epoch 50, (supervised training loss (NLL) 78.4756, unsupervised training loss (NLL) 80.3957), (supervised training kl-div 22.5626, unsupervised training kl-div 22.4270), valid error 4.52% (226), time 1.74  ***
epoch 51, (supervised training loss (NLL) 78.4929, unsupervised training loss (NLL) 80.2945), (supervised training kl-div 22.6021, unsupervised training kl-div 22.4553), valid error 4.72% (236), time 1.74 
epoch 52, (supervised training loss (NLL) 78.3332, unsupervised training loss (NLL) 80.1802), (supervised training kl-div 22.6497, unsupervised training kl-div 22.5012), valid error 4.54% (227), time 1.74 
epoch 53, (supervised training loss (NLL) 78.1160, unsupervised training loss (NLL) 80.1444), (supervised training kl-div 22.6039, unsupervised training kl-div 22.4533), valid error 4.54% (227), time 1.74 
epoch 54, (supervised training loss (NLL) 78.0804, unsupervised training loss (NLL) 80.0432), (supervised training kl-div 22.5834, unsupervised training kl-div 22.4310), valid error 4.48% (224), time 1.73  ***
epoch 55, (supervised training loss (NLL) 78.0209, unsupervised training loss (NLL) 79.9335), (supervised training kl-div 22.6258, unsupervised training kl-div 22.4754), valid error 4.58% (229), time 1.73 
epoch 56, (supervised training loss (NLL) 77.9503, unsupervised training loss (NLL) 79.8995), (supervised training kl-div 22.5940, unsupervised training kl-div 22.4489), valid error 4.40% (220), time 1.73  ***
epoch 57, (supervised training loss (NLL) 77.8105, unsupervised training loss (NLL) 79.8525), (supervised training kl-div 22.6256, unsupervised training kl-div 22.4662), valid error 4.36% (218), time 1.74  ***
epoch 58, (supervised training loss (NLL) 77.7356, unsupervised training loss (NLL) 79.7074), (supervised training kl-div 22.6198, unsupervised training kl-div 22.4829), valid error 4.42% (221), time 1.73 
epoch 59, (supervised training loss (NLL) 77.6164, unsupervised training loss (NLL) 79.6958), (supervised training kl-div 22.6395, unsupervised training kl-div 22.4760), valid error 4.22% (211), time 1.73  ***
epoch 60, (supervised training loss (NLL) 77.5034, unsupervised training loss (NLL) 79.6393), (supervised training kl-div 22.5665, unsupervised training kl-div 22.4277), valid error 4.38% (219), time 1.73 
epoch 61, (supervised training loss (NLL) 77.4612, unsupervised training loss (NLL) 79.5021), (supervised training kl-div 22.6472, unsupervised training kl-div 22.5005), valid error 4.46% (223), time 1.73 
epoch 62, (supervised training loss (NLL) 77.3582, unsupervised training loss (NLL) 79.4739), (supervised training kl-div 22.6199, unsupervised training kl-div 22.4511), valid error 4.36% (218), time 1.73 
epoch 63, (supervised training loss (NLL) 77.2461, unsupervised training loss (NLL) 79.4970), (supervised training kl-div 22.5857, unsupervised training kl-div 22.4318), valid error 4.30% (215), time 1.72 
epoch 64, (supervised training loss (NLL) 77.2728, unsupervised training loss (NLL) 79.4072), (supervised training kl-div 22.6281, unsupervised training kl-div 22.4675), valid error 4.18% (209), time 1.72  ***
epoch 65, (supervised training loss (NLL) 77.1994, unsupervised training loss (NLL) 79.3299), (supervised training kl-div 22.5960, unsupervised training kl-div 22.4425), valid error 4.14% (207), time 1.77  ***
epoch 66, (supervised training loss (NLL) 77.1097, unsupervised training loss (NLL) 79.2519), (supervised training kl-div 22.5885, unsupervised training kl-div 22.4344), valid error 4.20% (210), time 1.73 
epoch 67, (supervised training loss (NLL) 77.0267, unsupervised training loss (NLL) 79.1970), (supervised training kl-div 22.5823, unsupervised training kl-div 22.4177), valid error 4.18% (209), time 1.72 
epoch 68, (supervised training loss (NLL) 76.9565, unsupervised training loss (NLL) 79.1419), (supervised training kl-div 22.6291, unsupervised training kl-div 22.4682), valid error 4.16% (208), time 1.72 
epoch 69, (supervised training loss (NLL) 76.9380, unsupervised training loss (NLL) 79.0771), (supervised training kl-div 22.6179, unsupervised training kl-div 22.4505), valid error 4.26% (213), time 1.73 
epoch 70, (supervised training loss (NLL) 76.7599, unsupervised training loss (NLL) 79.0437), (supervised training kl-div 22.6401, unsupervised training kl-div 22.4773), valid error 3.96% (198), time 1.73  ***
epoch 71, (supervised training loss (NLL) 76.7967, unsupervised training loss (NLL) 78.9799), (supervised training kl-div 22.6364, unsupervised training kl-div 22.4677), valid error 4.20% (210), time 1.73 
epoch 72, (supervised training loss (NLL) 76.7271, unsupervised training loss (NLL) 78.9419), (supervised training kl-div 22.6037, unsupervised training kl-div 22.4406), valid error 4.18% (209), time 1.74 
epoch 73, (supervised training loss (NLL) 76.5424, unsupervised training loss (NLL) 78.8830), (supervised training kl-div 22.5856, unsupervised training kl-div 22.4249), valid error 4.08% (204), time 1.84 
epoch 74, (supervised training loss (NLL) 76.5384, unsupervised training loss (NLL) 78.8695), (supervised training kl-div 22.5925, unsupervised training kl-div 22.4192), valid error 3.94% (197), time 1.91  ***
epoch 75, (supervised training loss (NLL) 76.6321, unsupervised training loss (NLL) 78.7724), (supervised training kl-div 22.6642, unsupervised training kl-div 22.4939), valid error 4.00% (200), time 1.85 
epoch 76, (supervised training loss (NLL) 76.2832, unsupervised training loss (NLL) 78.8177), (supervised training kl-div 22.5525, unsupervised training kl-div 22.3839), valid error 4.00% (200), time 1.75 
epoch 77, (supervised training loss (NLL) 76.2714, unsupervised training loss (NLL) 78.7827), (supervised training kl-div 22.5348, unsupervised training kl-div 22.3660), valid error 3.96% (198), time 1.76 
epoch 78, (supervised training loss (NLL) 76.2912, unsupervised training loss (NLL) 78.7169), (supervised training kl-div 22.5657, unsupervised training kl-div 22.3875), valid error 3.88% (194), time 1.73  ***
epoch 79, (supervised training loss (NLL) 76.2474, unsupervised training loss (NLL) 78.6611), (supervised training kl-div 22.6000, unsupervised training kl-div 22.4272), valid error 4.04% (202), time 1.73 
epoch 80, (supervised training loss (NLL) 76.2232, unsupervised training loss (NLL) 78.6264), (supervised training kl-div 22.5964, unsupervised training kl-div 22.4381), valid error 4.04% (202), time 1.75 
epoch 81, (supervised training loss (NLL) 76.1561, unsupervised training loss (NLL) 78.5504), (supervised training kl-div 22.6078, unsupervised training kl-div 22.4285), valid error 4.04% (202), time 1.78 
epoch 82, (supervised training loss (NLL) 75.9808, unsupervised training loss (NLL) 78.5668), (supervised training kl-div 22.5638, unsupervised training kl-div 22.3805), valid error 4.02% (201), time 1.73 
epoch 83, (supervised training loss (NLL) 76.0498, unsupervised training loss (NLL) 78.5232), (supervised training kl-div 22.6166, unsupervised training kl-div 22.4345), valid error 3.96% (198), time 1.73 
epoch 84, (supervised training loss (NLL) 76.0004, unsupervised training loss (NLL) 78.4310), (supervised training kl-div 22.6092, unsupervised training kl-div 22.4401), valid error 4.10% (205), time 1.73 
epoch 85, (supervised training loss (NLL) 75.9169, unsupervised training loss (NLL) 78.4552), (supervised training kl-div 22.5414, unsupervised training kl-div 22.3773), valid error 3.92% (196), time 1.73 
epoch 86, (supervised training loss (NLL) 75.9037, unsupervised training loss (NLL) 78.3961), (supervised training kl-div 22.5579, unsupervised training kl-div 22.3912), valid error 3.88% (194), time 1.81 
epoch 87, (supervised training loss (NLL) 75.9152, unsupervised training loss (NLL) 78.3473), (supervised training kl-div 22.5840, unsupervised training kl-div 22.4168), valid error 3.96% (198), time 1.81 
epoch 88, (supervised training loss (NLL) 75.7824, unsupervised training loss (NLL) 78.3551), (supervised training kl-div 22.5632, unsupervised training kl-div 22.3855), valid error 4.02% (201), time 1.79 
epoch 89, (supervised training loss (NLL) 75.7116, unsupervised training loss (NLL) 78.2857), (supervised training kl-div 22.5625, unsupervised training kl-div 22.3889), valid error 3.78% (189), time 1.83  ***
epoch 90, (supervised training loss (NLL) 75.6362, unsupervised training loss (NLL) 78.2746), (supervised training kl-div 22.5263, unsupervised training kl-div 22.3528), valid error 3.74% (187), time 1.81  ***
epoch 91, (supervised training loss (NLL) 75.6910, unsupervised training loss (NLL) 78.2361), (supervised training kl-div 22.5065, unsupervised training kl-div 22.3315), valid error 3.78% (189), time 1.77 
epoch 92, (supervised training loss (NLL) 75.6942, unsupervised training loss (NLL) 78.1886), (supervised training kl-div 22.5772, unsupervised training kl-div 22.4011), valid error 3.88% (194), time 2.00 
epoch 93, (supervised training loss (NLL) 75.5733, unsupervised training loss (NLL) 78.1560), (supervised training kl-div 22.5468, unsupervised training kl-div 22.3689), valid error 3.74% (187), time 1.90 
epoch 94, (supervised training loss (NLL) 75.4600, unsupervised training loss (NLL) 78.1539), (supervised training kl-div 22.5211, unsupervised training kl-div 22.3465), valid error 3.72% (186), time 2.04  ***
epoch 95, (supervised training loss (NLL) 75.4963, unsupervised training loss (NLL) 78.1779), (supervised training kl-div 22.5320, unsupervised training kl-div 22.3347), valid error 3.80% (190), time 2.04 
epoch 96, (supervised training loss (NLL) 75.4767, unsupervised training loss (NLL) 78.1135), (supervised training kl-div 22.5688, unsupervised training kl-div 22.3953), valid error 3.82% (191), time 1.78 
epoch 97, (supervised training loss (NLL) 75.5083, unsupervised training loss (NLL) 78.0455), (supervised training kl-div 22.5746, unsupervised training kl-div 22.3822), valid error 3.72% (186), time 1.94 
epoch 98, (supervised training loss (NLL) 75.3779, unsupervised training loss (NLL) 78.0166), (supervised training kl-div 22.5639, unsupervised training kl-div 22.3798), valid error 3.76% (188), time 1.99 
epoch 99, (supervised training loss (NLL) 75.2998, unsupervised training loss (NLL) 78.0020), (supervised training kl-div 22.5166, unsupervised training kl-div 22.3252), valid error 3.60% (180), time 1.96  ***
epoch 100, (supervised training loss (NLL) 75.2572, unsupervised training loss (NLL) 78.0060), (supervised training kl-div 22.5081, unsupervised training kl-div 22.3129), valid error 3.82% (191), time 2.10 
epoch 101, (supervised training loss (NLL) 75.2550, unsupervised training loss (NLL) 78.0031), (supervised training kl-div 22.5222, unsupervised training kl-div 22.3381), valid error 3.66% (183), time 2.04 
epoch 102, (supervised training loss (NLL) 75.2041, unsupervised training loss (NLL) 77.9348), (supervised training kl-div 22.4982, unsupervised training kl-div 22.3119), valid error 3.68% (184), time 1.99 
epoch 103, (supervised training loss (NLL) 75.1706, unsupervised training loss (NLL) 77.9409), (supervised training kl-div 22.5140, unsupervised training kl-div 22.3223), valid error 3.74% (187), time 1.81 
epoch 104, (supervised training loss (NLL) 75.1640, unsupervised training loss (NLL) 77.8673), (supervised training kl-div 22.5253, unsupervised training kl-div 22.3344), valid error 3.78% (189), time 2.04 
epoch 105, (supervised training loss (NLL) 75.1514, unsupervised training loss (NLL) 77.8183), (supervised training kl-div 22.5230, unsupervised training kl-div 22.3367), valid error 3.74% (187), time 2.07 
epoch 106, (supervised training loss (NLL) 75.0896, unsupervised training loss (NLL) 77.8571), (supervised training kl-div 22.4864, unsupervised training kl-div 22.2981), valid error 3.76% (188), time 2.04 
epoch 107, (supervised training loss (NLL) 75.0372, unsupervised training loss (NLL) 77.7857), (supervised training kl-div 22.4857, unsupervised training kl-div 22.2962), valid error 3.82% (191), time 2.04 
epoch 108, (supervised training loss (NLL) 74.9138, unsupervised training loss (NLL) 77.8012), (supervised training kl-div 22.4773, unsupervised training kl-div 22.2785), valid error 3.70% (185), time 2.01 
epoch 109, (supervised training loss (NLL) 75.0138, unsupervised training loss (NLL) 77.7986), (supervised training kl-div 22.5074, unsupervised training kl-div 22.2989), valid error 3.62% (181), time 1.91 
epoch 110, (supervised training loss (NLL) 74.8993, unsupervised training loss (NLL) 77.7269), (supervised training kl-div 22.4833, unsupervised training kl-div 22.2887), valid error 3.72% (186), time 2.01 
epoch 111, (supervised training loss (NLL) 74.8958, unsupervised training loss (NLL) 77.7216), (supervised training kl-div 22.4944, unsupervised training kl-div 22.2935), valid error 3.66% (183), time 2.10 
epoch 112, (supervised training loss (NLL) 74.8767, unsupervised training loss (NLL) 77.7169), (supervised training kl-div 22.4186, unsupervised training kl-div 22.2234), valid error 3.56% (178), time 2.09  ***
epoch 113, (supervised training loss (NLL) 74.8339, unsupervised training loss (NLL) 77.6785), (supervised training kl-div 22.4784, unsupervised training kl-div 22.2906), valid error 3.62% (181), time 2.05 
epoch 114, (supervised training loss (NLL) 74.7281, unsupervised training loss (NLL) 77.6720), (supervised training kl-div 22.4365, unsupervised training kl-div 22.2416), valid error 3.60% (180), time 1.94 
epoch 115, (supervised training loss (NLL) 74.6845, unsupervised training loss (NLL) 77.7129), (supervised training kl-div 22.4345, unsupervised training kl-div 22.2370), valid error 3.64% (182), time 2.11 
epoch 116, (supervised training loss (NLL) 74.7173, unsupervised training loss (NLL) 77.6070), (supervised training kl-div 22.4253, unsupervised training kl-div 22.2283), valid error 3.58% (179), time 2.08 
epoch 117, (supervised training loss (NLL) 74.7398, unsupervised training loss (NLL) 77.5492), (supervised training kl-div 22.4573, unsupervised training kl-div 22.2592), valid error 3.66% (183), time 2.08 
epoch 118, (supervised training loss (NLL) 74.6242, unsupervised training loss (NLL) 77.5866), (supervised training kl-div 22.4171, unsupervised training kl-div 22.2210), valid error 3.62% (181), time 2.04 
epoch 119, (supervised training loss (NLL) 74.5552, unsupervised training loss (NLL) 77.5839), (supervised training kl-div 22.4533, unsupervised training kl-div 22.2509), valid error 3.54% (177), time 2.05  ***
epoch 120, (supervised training loss (NLL) 74.5698, unsupervised training loss (NLL) 77.5798), (supervised training kl-div 22.4009, unsupervised training kl-div 22.2082), valid error 3.46% (173), time 2.01  ***
epoch 121, (supervised training loss (NLL) 74.5987, unsupervised training loss (NLL) 77.5274), (supervised training kl-div 22.3799, unsupervised training kl-div 22.1841), valid error 3.58% (179), time 2.03 
epoch 122, (supervised training loss (NLL) 74.5597, unsupervised training loss (NLL) 77.4921), (supervised training kl-div 22.4222, unsupervised training kl-div 22.2138), valid error 3.58% (179), time 2.07 
epoch 123, (supervised training loss (NLL) 74.4511, unsupervised training loss (NLL) 77.5408), (supervised training kl-div 22.3843, unsupervised training kl-div 22.1906), valid error 3.46% (173), time 1.99 
epoch 124, (supervised training loss (NLL) 74.5519, unsupervised training loss (NLL) 77.4825), (supervised training kl-div 22.3873, unsupervised training kl-div 22.1897), valid error 3.52% (176), time 1.74 
epoch 125, (supervised training loss (NLL) 74.4912, unsupervised training loss (NLL) 77.4516), (supervised training kl-div 22.4145, unsupervised training kl-div 22.2135), valid error 3.70% (185), time 2.03 
epoch 126, (supervised training loss (NLL) 74.4368, unsupervised training loss (NLL) 77.4436), (supervised training kl-div 22.3874, unsupervised training kl-div 22.1784), valid error 3.64% (182), time 1.81 
epoch 127, (supervised training loss (NLL) 74.3088, unsupervised training loss (NLL) 77.4505), (supervised training kl-div 22.3806, unsupervised training kl-div 22.1814), valid error 3.46% (173), time 1.76 
epoch 128, (supervised training loss (NLL) 74.3147, unsupervised training loss (NLL) 77.4414), (supervised training kl-div 22.3133, unsupervised training kl-div 22.1135), valid error 3.56% (178), time 1.73 
epoch 129, (supervised training loss (NLL) 74.4235, unsupervised training loss (NLL) 77.3637), (supervised training kl-div 22.3867, unsupervised training kl-div 22.1998), valid error 3.52% (176), time 1.74 
epoch 130, (supervised training loss (NLL) 74.4223, unsupervised training loss (NLL) 77.3433), (supervised training kl-div 22.4057, unsupervised training kl-div 22.2120), valid error 3.54% (177), time 1.74 
epoch 131, (supervised training loss (NLL) 74.3000, unsupervised training loss (NLL) 77.3429), (supervised training kl-div 22.3487, unsupervised training kl-div 22.1593), valid error 3.54% (177), time 2.05 
epoch 132, (supervised training loss (NLL) 74.3396, unsupervised training loss (NLL) 77.3576), (supervised training kl-div 22.3882, unsupervised training kl-div 22.1859), valid error 3.58% (179), time 2.03 
epoch 133, (supervised training loss (NLL) 74.3479, unsupervised training loss (NLL) 77.2856), (supervised training kl-div 22.3643, unsupervised training kl-div 22.1658), valid error 3.50% (175), time 2.08 
epoch 134, (supervised training loss (NLL) 74.2468, unsupervised training loss (NLL) 77.3171), (supervised training kl-div 22.3820, unsupervised training kl-div 22.1930), valid error 3.50% (175), time 2.05 
epoch 135, (supervised training loss (NLL) 74.2072, unsupervised training loss (NLL) 77.2989), (supervised training kl-div 22.3731, unsupervised training kl-div 22.1688), valid error 3.40% (170), time 2.03  ***
epoch 136, (supervised training loss (NLL) 74.3177, unsupervised training loss (NLL) 77.2725), (supervised training kl-div 22.3797, unsupervised training kl-div 22.1726), valid error 3.48% (174), time 2.07 
epoch 137, (supervised training loss (NLL) 74.1819, unsupervised training loss (NLL) 77.2594), (supervised training kl-div 22.3811, unsupervised training kl-div 22.1669), valid error 3.60% (180), time 2.04 
epoch 138, (supervised training loss (NLL) 74.1607, unsupervised training loss (NLL) 77.2404), (supervised training kl-div 22.3438, unsupervised training kl-div 22.1432), valid error 3.42% (171), time 1.74 
epoch 139, (supervised training loss (NLL) 74.1265, unsupervised training loss (NLL) 77.2347), (supervised training kl-div 22.3461, unsupervised training kl-div 22.1438), valid error 3.42% (171), time 1.72 
epoch 140, (supervised training loss (NLL) 74.1484, unsupervised training loss (NLL) 77.2142), (supervised training kl-div 22.3381, unsupervised training kl-div 22.1377), valid error 3.36% (168), time 1.83  ***
epoch 141, (supervised training loss (NLL) 74.1537, unsupervised training loss (NLL) 77.1727), (supervised training kl-div 22.3750, unsupervised training kl-div 22.1711), valid error 3.48% (174), time 1.73 
epoch 142, (supervised training loss (NLL) 74.1161, unsupervised training loss (NLL) 77.2245), (supervised training kl-div 22.3055, unsupervised training kl-div 22.1125), valid error 3.54% (177), time 1.73 
epoch 143, (supervised training loss (NLL) 73.9932, unsupervised training loss (NLL) 77.1448), (supervised training kl-div 22.3259, unsupervised training kl-div 22.1256), valid error 3.44% (172), time 1.72 
epoch 144, (supervised training loss (NLL) 74.0589, unsupervised training loss (NLL) 77.1947), (supervised training kl-div 22.3316, unsupervised training kl-div 22.1085), valid error 3.56% (178), time 1.76 
epoch 145, (supervised training loss (NLL) 73.9710, unsupervised training loss (NLL) 77.1724), (supervised training kl-div 22.3062, unsupervised training kl-div 22.1040), valid error 3.52% (176), time 2.07 
